caller_fqn,callee_fqn,resolved,origin
ichiran/dict:find-word-suffix,ichiran/dict:make-slice,1,both
ichiran/dict:find-word-suffix,ichiran/dict:match-unique,1,both
ichiran/dict:find-word-suffix,ichiran/dict:seq,0,runtime
ichiran/dict:find-word-suffix,ichiran/dict:subseq-slice,1,both
ichiran/dict:find-word-with-conj-prop,ichiran/dict:conj-data,1,source
ichiran/dict:find-word-with-conj-prop,ichiran/dict:conj-data-prop,1,both
ichiran/dict:find-word-with-conj-prop,ichiran/dict:conj-id,0,runtime
ichiran/dict:find-word-with-conj-prop,ichiran/dict:find-word-full,1,both
ichiran/dict:find-word-with-conj-prop,ichiran/dict:word-conj-data,1,both
ichiran/dict:find-word-with-conj-type,ichiran/dict:conj-data-prop,1,both
ichiran/dict:find-word-with-conj-type,ichiran/dict:conj-type,0,runtime
ichiran/dict:find-word-with-conj-type,ichiran/dict:find-word-with-conj-prop,1,both
ichiran/dict:find-word-with-pos,ichiran/characters:test-word,1,both
ichiran/dict:find-word-with-pos,ichiran/dict:kana-text,1,source
ichiran/dict:find-word-with-pos,ichiran/dict:kanji-text,1,source
ichiran/dict:find-word-with-pos,ichiran/dict:sense-prop,1,source
ichiran/dict:find-word-with-suffix,ichiran/dict:*suffix-class*,1,source
ichiran/dict:find-word-with-suffix,ichiran/dict:find-word-full,1,both
ichiran/dict:find-word-with-suffix,ichiran/dict:seq,0,runtime
ichiran/dict:find-words-seqs,ichiran/characters:test-word,1,both
ichiran/dict:find-words-seqs,ichiran/dict:kana-text,1,source
ichiran/dict:find-words-seqs,ichiran/dict:kanji-text,1,source
ichiran/dict:gap-penalty,ichiran/dict:*gap-penalty*,1,both
ichiran/dict:gap-penalty,ichiran/dict:end,0,runtime
ichiran/dict:gap-penalty,ichiran/dict:gap-penalty,1,runtime
ichiran/dict:gap-penalty,ichiran/dict:start,0,runtime
ichiran/dict:gen-score,ichiran/dict:calc-score,1,both
ichiran/dict:gen-score,ichiran/dict:segment,1,source
ichiran/dict:gen-score,ichiran/dict:segment-info,1,source
ichiran/dict:gen-score,ichiran/dict:segment-score,1,source
ichiran/dict:gen-score,ichiran/dict:segment-word,1,both
ichiran/dict:get-all-readings,ichiran/dict:kana-text,1,source
ichiran/dict:get-all-readings,ichiran/dict:kanji-text,1,source
ichiran/dict:get-array,ichiran/dict:top-array,1,source
ichiran/dict:get-candidates,ichiran/characters:test-word,1,both
ichiran/dict:get-candidates,ichiran/dict:entry,1,source
ichiran/dict:get-candidates,ichiran/dict:kana-text,1,source
ichiran/dict:get-candidates,ichiran/dict:kanji-text,1,source
ichiran/dict:get-conj-data,ichiran/dict:conj-prop,1,source
ichiran/dict:get-conj-data,ichiran/dict:conj-source-reading,1,source
ichiran/dict:get-conj-data,ichiran/dict:conjugation,1,source
ichiran/dict:get-conj-data,ichiran/dict:id,0,runtime
ichiran/dict:get-conj-data,ichiran/dict:make-conj-data,1,both
ichiran/dict:get-conj-data,ichiran/dict:no-conj-data,1,both
ichiran/dict:get-conj-data,ichiran/dict:seq,0,runtime
ichiran/dict:get-conj-data,ichiran/dict:seq-from,0,runtime
ichiran/dict:get-conj-data,ichiran/dict:seq-via,0,runtime
ichiran/dict:get-conj-description,ichiran/dict:load-conj-description,1,runtime
ichiran/dict:get-conj-rules,ichiran/dict:load-conj-rules,1,runtime
ichiran/dict:get-counter-ids,ichiran/dict:sense-prop,1,source
ichiran/dict:get-counter-readings,ichiran/conn:*connection*,1,source
ichiran/dict:get-counter-readings,ichiran/dict:*extra-counter-ids*,1,source
ichiran/dict:get-counter-readings,ichiran/dict:*skip-counter-ids*,1,source
ichiran/dict:get-counter-readings,ichiran/dict:get-counter-ids,1,both
ichiran/dict:get-counter-readings,ichiran/dict:get-counter-stags,1,both
ichiran/dict:get-counter-readings,ichiran/dict:kana-text,1,source
ichiran/dict:get-counter-readings,ichiran/dict:kanji-text,1,source
ichiran/dict:get-counter-readings,ichiran/dict:seq,0,runtime
ichiran/dict:get-counter-stags,ichiran/dict:sense-prop,1,source
ichiran/dict:get-glosses,ichiran/dict:gloss,1,source
ichiran/dict:get-glosses,ichiran/dict:sense,1,source
ichiran/dict:get-hint,ichiran/dict:*hint-map*,1,source
ichiran/dict:get-hint,ichiran/dict:conj-data-from,1,both
ichiran/dict:get-hint,ichiran/dict:seq,0,runtime
ichiran/dict:get-hint,ichiran/dict:word-conj-data,1,both
ichiran/dict:get-kana,ichiran/dict:*disable-hints*,1,source
ichiran/dict:get-kana,ichiran/dict:*kana-hint-space*,1,source
ichiran/dict:get-kana,ichiran/dict:best-kana-conj,1,source
ichiran/dict:get-kana,ichiran/dict:counter-age,1,source
ichiran/dict:get-kana,ichiran/dict:counter-days-kun,1,source
ichiran/dict:get-kana,ichiran/dict:counter-hifumi,1,source
ichiran/dict:get-kana,ichiran/dict:counter-join,1,source
ichiran/dict:get-kana,ichiran/dict:counter-people,1,source
ichiran/dict:get-kana,ichiran/dict:counter-text,1,source
ichiran/dict:get-kana,ichiran/dict:counter-tsu,1,source
ichiran/dict:get-kana,ichiran/dict:entry,1,source
ichiran/dict:get-kana,ichiran/dict:get-hint,1,source
ichiran/dict:get-kana,ichiran/dict:get-kanji-kana-old,1,source
ichiran/dict:get-kana,ichiran/dict:kana-text,1,source
ichiran/dict:get-kana,ichiran/dict:kanji-text,1,source
ichiran/dict:get-kana,ichiran/dict:number-text,1,source
ichiran/dict:get-kana,ichiran/dict:simple-text,1,source
ichiran/dict:get-kana,ichiran/numbers:number-to-kana,1,source
ichiran/dict:get-kana-form,ichiran/dict:kana-text,1,source
ichiran/dict:get-kana-forms,ichiran/dict:get-kana-forms*,1,both
ichiran/dict:get-kana-forms*,ichiran/dict:conjugation,1,source
ichiran/dict:get-kana-forms*,ichiran/dict:get-conj-data,1,both
ichiran/dict:get-kana-forms*,ichiran/dict:get-kana-forms-conj-data-filter,1,both
ichiran/dict:get-kana-forms*,ichiran/dict:kana-text,1,source
ichiran/dict:get-kana-forms*,ichiran/dict:seq,0,runtime
ichiran/dict:get-kana-forms-conj-data-filter,ichiran/dict:*weak-conj-forms*,1,source
ichiran/dict:get-kana-forms-conj-data-filter,ichiran/dict:conj-data,1,source
ichiran/dict:get-kana-forms-conj-data-filter,ichiran/dict:conj-data-prop,1,both
ichiran/dict:get-kana-forms-conj-data-filter,ichiran/dict:conj-id,0,runtime
ichiran/dict:get-kana-forms-conj-data-filter,ichiran/dict:skip-by-conj-data,1,both
ichiran/dict:get-kana-forms-conj-data-filter,ichiran/dict:test-conj-prop,1,both
ichiran/dict:get-kanji,ichiran/dict:best-kanji-conj,1,source
ichiran/dict:get-kanji,ichiran/dict:counter-text,1,source
ichiran/dict:get-kanji,ichiran/dict:entry,1,source
ichiran/dict:get-kanji,ichiran/dict:kana-text,1,source
ichiran/dict:get-kanji,ichiran/dict:kanji-text,1,source
ichiran/dict:get-kanji,ichiran/numbers:number-to-kanji,1,source
ichiran/dict:get-kanji-kana-old,ichiran/characters:kanji-regex,1,both
ichiran/dict:get-kanji-kana-old,ichiran/dict:kana-text,1,source
ichiran/dict:get-kanji-kana-old,ichiran/dict:seq,0,runtime
ichiran/dict:get-kanji-words,ichiran/conn:*connection*,1,source
ichiran/dict:get-kanji-words,ichiran/dict:entry,1,source
ichiran/dict:get-kanji-words,ichiran/dict:kana-text,1,source
ichiran/dict:get-kanji-words,ichiran/dict:kanji-text,1,source
ichiran/dict:get-non-arch-posi,ichiran/dict:sense-prop,1,source
ichiran/dict:get-original-text,ichiran/dict:conj-data,1,source
ichiran/dict:get-original-text,ichiran/dict:get-original-text*,1,source
ichiran/dict:get-original-text,ichiran/dict:kana-text,1,source
ichiran/dict:get-original-text,ichiran/dict:kanji-text,1,source
ichiran/dict:get-original-text,ichiran/dict:proxy-text,1,source
ichiran/dict:get-original-text,ichiran/dict:simple-text,1,source
ichiran/dict:get-original-text,ichiran/dict:word-conj-data,1,source
ichiran/dict:get-original-text,ichiran/dict:word-type,1,source
ichiran/dict:get-original-text*,ichiran/dict:conj-data,1,source
ichiran/dict:get-original-text*,ichiran/dict:conj-data-from,1,both
ichiran/dict:get-original-text*,ichiran/dict:conj-data-src-map,1,both
ichiran/dict:get-original-text*,ichiran/dict:conj-data-via,1,both
ichiran/dict:get-original-text*,ichiran/dict:get-conj-data,1,both
ichiran/dict:get-original-text*,ichiran/dict:get-original-text*,1,runtime
ichiran/dict:get-original-text-once,ichiran/dict:conj-data,1,source
ichiran/dict:get-original-text-once,ichiran/dict:conj-data-src-map,1,both
ichiran/dict:get-penalties,ichiran/dict:*penalty-list*,1,source
ichiran/dict:get-pos,ichiran/dict:load-pos-by-index,1,runtime
ichiran/dict:get-pos-index,ichiran/dict:load-pos-index,1,runtime
ichiran/dict:get-seg-initial,ichiran/dict:apply-segfilters,1,both
ichiran/dict:get-seg-splits,ichiran/dict:apply-segfilters,1,both
ichiran/dict:get-seg-splits,ichiran/dict:get-penalties,1,both
ichiran/dict:get-seg-splits,ichiran/dict:get-synergies,1,both
ichiran/dict:get-segment-score,ichiran/dict:segment,1,source
ichiran/dict:get-segment-score,ichiran/dict:segment-list,1,source
ichiran/dict:get-segment-score,ichiran/dict:segment-list-segments,1,source
ichiran/dict:get-segment-score,ichiran/dict:segment-score,1,source
ichiran/dict:get-segment-score,ichiran/dict:synergy,1,source
ichiran/dict:get-segment-score,ichiran/dict:synergy-score,1,source
ichiran/dict:get-segsplit,ichiran/characters:join,1,both
ichiran/dict:get-segsplit,ichiran/dict:*segsplit-map*,1,source
ichiran/dict:get-segsplit,ichiran/dict:*split-map*,1,source
ichiran/dict:get-segsplit,ichiran/dict:calc-score,1,both
ichiran/dict:get-segsplit,ichiran/dict:compound-text,1,source
ichiran/dict:get-segsplit,ichiran/dict:copy-segment,1,both
ichiran/dict:get-segsplit,ichiran/dict:get-kana,1,both
ichiran/dict:get-segsplit,ichiran/dict:get-split,1,both
ichiran/dict:get-segsplit,ichiran/dict:get-text,1,both
ichiran/dict:get-segsplit,ichiran/dict:primary,0,runtime
ichiran/dict:get-segsplit,ichiran/dict:segment,1,source
ichiran/dict:get-segsplit,ichiran/dict:segment-info,1,both
ichiran/dict:get-segsplit,ichiran/dict:segment-score,1,both
ichiran/dict:get-segsplit,ichiran/dict:segment-text,1,source
ichiran/dict:get-segsplit,ichiran/dict:segment-word,1,both
ichiran/dict:get-segsplit,ichiran/dict:simple-text,1,source
ichiran/dict:get-segsplit,ichiran/dict:word-conj-data,1,both
ichiran/dict:get-senses,ichiran/dict:get-senses-raw,1,both
ichiran/dict:get-senses,ichiran/dict:gloss,1,source
ichiran/dict:get-senses,ichiran/dict:sense,1,source
ichiran/dict:get-senses-json,ichiran/characters:join,1,both
ichiran/dict:get-senses-json,ichiran/dict:get-senses,1,both
ichiran/dict:get-senses-json,ichiran/dict:gloss,1,source
ichiran/dict:get-senses-json,ichiran/dict:match-sense-restrictions,1,both
ichiran/dict:get-senses-json,ichiran/dict:split-pos,1,both
ichiran/dict:get-senses-raw,ichiran/dict:gloss,1,source
ichiran/dict:get-senses-raw,ichiran/dict:sense,1,source
ichiran/dict:get-senses-raw,ichiran/dict:sense-prop,1,source
ichiran/dict:get-senses-str,ichiran/characters:join,1,both
ichiran/dict:get-senses-str,ichiran/dict:get-senses,1,both
ichiran/dict:get-senses-str,ichiran/dict:gloss,1,source
ichiran/dict:get-split,ichiran/dict:get-split*,1,both
ichiran/dict:get-split*,ichiran/dict:*split-map*,1,source
ichiran/dict:get-split*,ichiran/dict:seq,0,runtime
ichiran/dict:get-suffix-description,ichiran/dict:*suffix-class*,1,source
ichiran/dict:get-suffix-description,ichiran/dict:*suffix-description*,1,source
ichiran/dict:get-suffix-map,ichiran/dict:*suffix-cache*,1,source
ichiran/dict:get-suffix-map,ichiran/dict:init-suffixes,1,both
ichiran/dict:get-suffix-map,ichiran/dict:parse-suffix-val,1,both
ichiran/dict:get-suffix-map,ichiran/dict:subseq-slice,1,both
ichiran/dict:get-suffixes,ichiran/dict:*suffix-cache*,1,source
ichiran/dict:get-suffixes,ichiran/dict:init-suffixes,1,both
ichiran/dict:get-suffixes,ichiran/dict:parse-suffix-val,1,both
ichiran/dict:get-suffixes,ichiran/dict:subseq-slice,1,both
ichiran/dict:get-synergies,ichiran/dict:*synergy-list*,1,source
ichiran/dict:get-text,ichiran/dict:entry,1,source
ichiran/dict:get-text,ichiran/dict:kana-text,1,source
ichiran/dict:get-text,ichiran/dict:kanji-text,1,source
ichiran/dict:get-text,ichiran/dict:segment,1,source
ichiran/dict:get-text,ichiran/dict:segment-text,1,source
ichiran/dict:get-text,ichiran/dict:segment-word,1,source
ichiran/dict:init-suffix-hashtables,ichiran/dict:*suffix-cache*,1,source
ichiran/dict:init-suffix-hashtables,ichiran/dict:*suffix-class*,1,source
ichiran/dict:init-suffixes,ichiran/dict:*suffix-cache*,1,source
ichiran/dict:init-suffixes,ichiran/dict:init-suffix-hashtables,1,both
ichiran/dict:init-suffixes,ichiran/dict:init-suffixes-running-p,1,both
ichiran/dict:init-suffixes,ichiran/dict:init-suffixes-thread,1,both
ichiran/dict:init-suffixes-running-p,ichiran/dict:*init-suffixes-lock*,1,source
ichiran/dict:init-suffixes-running-p,ichiran/dict:*suffix-cache*,1,source
ichiran/dict:init-suffixes-thread,ichiran/characters:join,1,source
ichiran/dict:init-suffixes-thread,ichiran/conn:*connection*,1,source
ichiran/dict:init-suffixes-thread,ichiran/dict:*init-suffixes-lock*,1,source
ichiran/dict:init-suffixes-thread,ichiran/dict:*suffix-cache*,1,source
ichiran/dict:init-suffixes-thread,ichiran/dict:*suffix-class*,1,source
ichiran/dict:init-suffixes-thread,ichiran/dict:find-word-conj-of,1,both
ichiran/dict:init-suffixes-thread,ichiran/dict:get-kana-form,1,both
ichiran/dict:init-suffixes-thread,ichiran/dict:get-kana-forms,1,both
ichiran/dict:init-suffixes-thread,ichiran/dict:seq,0,runtime
ichiran/dict:init-tables,ichiran/conn:*connection*,1,source
ichiran/dict:init-tables,ichiran/dict:conj-prop,1,source
ichiran/dict:init-tables,ichiran/dict:conj-source-reading,1,source
ichiran/dict:init-tables,ichiran/dict:conjugation,1,source
ichiran/dict:init-tables,ichiran/dict:entry,1,source
ichiran/dict:init-tables,ichiran/dict:gloss,1,source
ichiran/dict:init-tables,ichiran/dict:kana-text,1,source
ichiran/dict:init-tables,ichiran/dict:kanji-text,1,source
ichiran/dict:init-tables,ichiran/dict:restricted-readings,1,source
ichiran/dict:init-tables,ichiran/dict:sense,1,source
ichiran/dict:init-tables,ichiran/dict:sense-prop,1,source
ichiran/dict:insert-conjugation,ichiran/dict:*secondary-conjugation-types-from*,1,source
ichiran/dict:insert-conjugation,ichiran/dict:conj-prop,1,source
ichiran/dict:insert-conjugation,ichiran/dict:conj-source-reading,1,source
ichiran/dict:insert-conjugation,ichiran/dict:conjugation,1,source
ichiran/dict:insert-conjugation,ichiran/dict:entry,1,source
ichiran/dict:insert-conjugation,ichiran/dict:id,0,runtime
ichiran/dict:insert-conjugation,ichiran/dict:kana-text,1,source
ichiran/dict:insert-conjugation,ichiran/dict:kanji-text,1,source
ichiran/dict:insert-conjugation,ichiran/dict:lex-compare,1,both
ichiran/dict:insert-hints,ichiran/dict:*hint-char-map*,1,source
ichiran/dict:insert-readings,ichiran/dict:do-node-list-ord,1,source
ichiran/dict:insert-readings,ichiran/dict:entry,1,source
ichiran/dict:insert-readings,ichiran/dict:kana-text,1,source
ichiran/dict:insert-readings,ichiran/dict:kanji-text,1,source
ichiran/dict:insert-readings,ichiran/dict:node-text,1,both
ichiran/dict:insert-readings,ichiran/dict:restricted-readings,1,source
ichiran/dict:insert-sense-traits,ichiran/dict:do-node-list-ord,1,source
ichiran/dict:insert-sense-traits,ichiran/dict:node-text,1,both
ichiran/dict:insert-sense-traits,ichiran/dict:sense-prop,1,source
ichiran/dict:insert-senses,ichiran/dict:do-node-list-ord,1,source
ichiran/dict:insert-senses,ichiran/dict:gloss,1,source
ichiran/dict:insert-senses,ichiran/dict:id,0,runtime
ichiran/dict:insert-senses,ichiran/dict:insert-sense-traits,1,both
ichiran/dict:insert-senses,ichiran/dict:node-text,1,both
ichiran/dict:insert-senses,ichiran/dict:sense,1,source
ichiran/dict:is-arch,ichiran/conn:ensure,1,both
ichiran/dict:join-substring-words,ichiran/dict:*score-cutoff*,1,source
ichiran/dict:join-substring-words,ichiran/dict:cull-segments,1,both
ichiran/dict:join-substring-words,ichiran/dict:gen-score,1,both
ichiran/dict:join-substring-words,ichiran/dict:join-substring-words*,1,both
ichiran/dict:join-substring-words,ichiran/dict:make-segment-list,1,both
ichiran/dict:join-substring-words,ichiran/dict:segment,1,source
ichiran/dict:join-substring-words,ichiran/dict:segment-end,1,both
ichiran/dict:join-substring-words,ichiran/dict:segment-score,1,both
ichiran/dict:join-substring-words*,ichiran/characters:consecutive-char-groups,1,both
ichiran/dict:join-substring-words*,ichiran/characters:sequential-kanji-positions,1,both
ichiran/dict:join-substring-words*,ichiran/dict:*force-kanji-break*,1,source
ichiran/dict:join-substring-words*,ichiran/dict:*max-word-length*,1,source
ichiran/dict:join-substring-words*,ichiran/dict:*no-kanji-break*,1,source
ichiran/dict:join-substring-words*,ichiran/dict:*substring-hash*,1,source
ichiran/dict:join-substring-words*,ichiran/dict:*suffix-map-temp*,1,source
ichiran/dict:join-substring-words*,ichiran/dict:*suffix-next-end*,1,source
ichiran/dict:join-substring-words*,ichiran/dict:find-sticky-positions,1,both
ichiran/dict:join-substring-words*,ichiran/dict:find-substring-words,1,both
ichiran/dict:join-substring-words*,ichiran/dict:find-word-full,1,both
ichiran/dict:join-substring-words*,ichiran/dict:get-suffix-map,1,both
ichiran/dict:join-substring-words*,ichiran/dict:make-segment,1,both
ichiran/dict:kana-text,ichiran/dict:simple-text,1,runtime
ichiran/dict:kanji-break-penalty,ichiran/characters:mora-length,1,both
ichiran/dict:kanji-break-penalty,ichiran/dict:*no-kanji-break-penalty*,1,source
ichiran/dict:kanji-break-penalty,ichiran/dict:*score-cutoff*,1,source
ichiran/dict:kanji-break-penalty,ichiran/dict:calc-score,1,both
ichiran/dict:kanji-break-penalty,ichiran/dict:get-suffixes,1,both
ichiran/dict:kanji-text,ichiran/dict:simple-text,1,runtime
ichiran/dict:length-multiplier-coeff,ichiran/dict:*length-coeff-sequences*,1,both
ichiran/dict:length-multiplier-coeff,ichiran/dict:coeffs,0,runtime
ichiran/dict:length-multiplier-coeff,ichiran/dict:length-multiplier-coeff,1,runtime
ichiran/dict:load-best-readings,ichiran/conn:*connection*,1,source
ichiran/dict:load-best-readings,ichiran/dict:entry,1,source
ichiran/dict:load-best-readings,ichiran/dict:kana-text,1,source
ichiran/dict:load-best-readings,ichiran/dict:kanji-text,1,source
ichiran/dict:load-best-readings,ichiran/dict:set-reading,1,both
ichiran/dict:load-conj-description,ichiran/dict:errata-conj-description-hook,1,runtime
ichiran/dict:load-conj-rules,ichiran/dict:errata-conj-rules-hook,1,runtime
ichiran/dict:load-conj-rules,ichiran/dict:make-conjugation-rule,1,runtime
ichiran/dict:load-conjugations,ichiran/conn:*connection*,1,source
ichiran/dict:load-conjugations,ichiran/dict:*do-not-conjugate-seq*,1,source
ichiran/dict:load-conjugations,ichiran/dict:*pos-with-conj-rules*,1,source
ichiran/dict:load-conjugations,ichiran/dict:conjugate-entry-outer,1,both
ichiran/dict:load-conjugations,ichiran/dict:sense-prop,1,source
ichiran/dict:load-entry,ichiran/dict:*pos-with-conj-rules*,1,source
ichiran/dict:load-entry,ichiran/dict:conjugate-entry-outer,1,both
ichiran/dict:load-entry,ichiran/dict:entry,1,source
ichiran/dict:load-entry,ichiran/dict:find-word,1,both
ichiran/dict:load-entry,ichiran/dict:get-text,1,both
ichiran/dict:load-entry,ichiran/dict:insert-readings,1,both
ichiran/dict:load-entry,ichiran/dict:insert-senses,1,both
ichiran/dict:load-entry,ichiran/dict:kana-text,1,source
